Loading checkpoint models/117M/model.ckpt
Loading dataset...
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  1.62it/s]
dataset has 61451752 tokens
Training...
[1 | 8.32] loss=2.05 avg=2.05
                    to format it. [u'Create', u'Message', u'object', u'from', u'strand', u'and', u'format', u'it', u'.'

[6200 | 37622.46] loss=1.00 avg=1.02
[6201 | 37636.77] loss=1.11 avg=1.02
[6202 | 37650.92] loss=0.88 avg=1.02
[6203 | 37665.18] loss=1.39 avg=1.02
[6204 | 37679.54] loss=1.09 avg=1.02
[6205 | 37693.68] loss=0.92 avg=1.02
[6206 | 37708.01] loss=0.92 avg=1.02
[6207 | 37722.11] loss=1.47 avg=1.02
[6208 | 37736.20] loss=1.19 avg=1.03
[6209 | 37750.26] loss=0.55 avg=1.02
[6210 | 37764.36] loss=0.51 avg=1.02
[6211 | 37778.74] loss=0.95 avg=1.01
[6212 | 37792.88] loss=1.55 avg=1.02
[6213 | 37806.91] loss=0.58 avg=1.02
[6214 | 37821.04] loss=0.83 avg=1.01
[6215 | 37835.20] loss=1.17 avg=1.02
[6216 | 37849.50] loss=1.14 avg=1.02
[6217 | 37863.58] loss=1.26 avg=1.02
[6218 | 37877.63] loss=0.63 avg=1.02
[6219 | 37891.89] loss=0.88 avg=1.01
[6220 | 37905.70] loss=1.07 avg=1.01
[6221 | 37919.72] loss=1.62 avg=1.02
[6222 | 37933.70] loss=0.74 avg=1.02
[6223 | 37947.68] loss=1.68 avg=1.02
[6224 | 37961.73] loss=0.85 avg=1.02
[6225 | 37975.82] loss=0.48 avg=1.02
[6226 | 37989.92] loss=0.58 avg=1.01
[6227 | 38003.96] loss=1.11 avg=1.01
[6228 | 38018.13] loss=0.77 avg=1.01
[6229 | 38032.01] loss=1.20 avg=1.01
[6230 | 38045.94] loss=1.29 avg=1.02
[6231 | 38060.01] loss=1.61 avg=1.02
[6232 | 38073.95] loss=1.23 avg=1.02
[6233 | 38088.12] loss=0.90 avg=1.02
[6234 | 38102.58] loss=0.57 avg=1.02
[6235 | 38116.67] loss=1.27 avg=1.02
[6236 | 38130.75] loss=0.53 avg=1.02
[6237 | 38144.95] loss=0.71 avg=1.01
[6238 | 38159.03] loss=1.14 avg=1.01
[6239 | 38173.06] loss=1.18 avg=1.02
[6240 | 38187.02] loss=1.07 avg=1.02
[6241 | 38201.15] loss=1.21 avg=1.02
[6242 | 38215.10] loss=0.68 avg=1.01
[6243 | 38229.41] loss=0.93 avg=1.01
[6244 | 38243.26] loss=0.75 avg=1.01
[6245 | 38257.25] loss=1.19 avg=1.01
[6246 | 38271.48] loss=0.81 avg=1.01
[6247 | 38285.92] loss=0.75 avg=1.01
[6248 | 38300.11] loss=0.67 avg=1.01
[6249 | 38314.26] loss=1.91 avg=1.01
[6250 | 38328.49] loss=0.49 avg=1.01
[6251 | 38342.72] loss=0.72 avg=1.01
[6252 | 38356.72] loss=0.70 avg=1.00
[6253 | 38370.86] loss=1.34 avg=1.01
[6254 | 38385.31] loss=0.71 avg=1.00
[6255 | 38399.37] loss=1.15 avg=1.01
[6256 | 38413.57] loss=0.89 avg=1.00
[6257 | 38427.83] loss=1.29 avg=1.01
[6258 | 38441.75] loss=1.08 avg=1.01
[6259 | 38456.14] loss=1.60 avg=1.01
[6260 | 38470.25] loss=0.98 avg=1.01
[6261 | 38484.14] loss=1.03 avg=1.01
[6262 | 38498.13] loss=0.63 avg=1.01
[6263 | 38512.04] loss=1.37 avg=1.01
[6264 | 38526.04] loss=0.63 avg=1.01
[6265 | 38539.79] loss=0.71 avg=1.01
[6266 | 38553.63] loss=1.14 avg=1.01
[6267 | 38567.72] loss=0.79 avg=1.01
[6268 | 38581.93] loss=1.29 avg=1.01
[6269 | 38595.92] loss=0.71 avg=1.01
[6270 | 38609.87] loss=1.16 avg=1.01
[6271 | 40255.35] loss=1.34 avg=1.01
[6272 | 40260.23] loss=0.95 avg=1.01
[6273 | 40269.09] loss=0.84 avg=1.01
[6274 | 40283.06] loss=0.85 avg=1.01
[6275 | 40297.08] loss=0.77 avg=1.00
[6276 | 40407.48] loss=0.64 avg=1.00
[6277 | 40413.00] loss=0.69 avg=1.00
[6278 | 40418.40] loss=1.34 avg=1.00
[6279 | 40423.94] loss=0.95 avg=1.00
[6280 | 40429.40] loss=0.99 avg=1.00
[6281 | 40434.60] loss=0.98 avg=1.00
[6282 | 40439.99] loss=0.79 avg=1.00
[6283 | 40445.65] loss=0.38 avg=0.99
[6284 | 40450.96] loss=1.10 avg=0.99
[6285 | 40456.23] loss=1.49 avg=1.00
[6286 | 40461.59] loss=0.65 avg=0.99
[6287 | 40466.85] loss=0.92 avg=0.99
[6288 | 40471.97] loss=0.84 avg=0.99
[6289 | 40477.03] loss=0.68 avg=0.99
[6290 | 40482.21] loss=0.80 avg=0.99
[6291 | 40487.42] loss=1.57 avg=0.99
[6292 | 40492.56] loss=1.18 avg=0.99
[6293 | 40497.83] loss=1.43 avg=1.00
[6294 | 40503.05] loss=0.59 avg=0.99
[6295 | 40508.25] loss=1.22 avg=1.00
[6296 | 40513.39] loss=0.79 avg=0.99
[6297 | 40518.52] loss=0.57 avg=0.99
[6298 | 40523.64] loss=1.07 avg=0.99
[6299 | 40528.79] loss=1.27 avg=0.99
Generating samples...
======== SAMPLE 1 ========
().group(5)[-1]|[-1]|[-1]|[-1]|[-1]|[-2],
        |                      
        |                       
        |                       
      )
            if not len(self.bases_index) and self.bases_index <= len(self.bases_index):
               self.bases_index += 1
           else:
               self.bases_index += self.bases_index

            # If the match was found, we set the index level of the last match
            self.bases_index -= self.bases_index
            if self.pases:
               if not self.pases[-1] and 0, self.pases[-1] == self.pases:
                  self.pases = [self.pases]
               elif self.pases and self.pases[1:] and self.pases[1:] and 0, self.pases[n:] > 0:
                  self.cases["matching"] = self.pases
                  if len(self.bases_index) >= 1:
                     if self.bases[1:] == self.bases[-1] and len(self.bases_index) > 0:
                     # Ignore the first one if we got it
                    for p in self.bases_index:
                     self.match[p] &= 1
                   self.pase_index += 1

            # Get the position of the match
            self.pases[-1] = self.pases[2]
            self.pases = [self.match.get_position()]:
                if self.pases[0:] in self.pases:
                    self.pases[0] = self.pases[1]

            # Given a match, and a new match match, return the match
            self.match = self.pases[n]

            # Loop through all matches
            if matches:
                s = match.index
                if i == matches[0].endswith("|")[1]:
                    matches[i] = self.match[i]
                 if matches[i].endswith("|"))[1]:
                    matches[1]:
  

[6300 | 40612.85] loss=0.91 avg=0.99
[6301 | 40618.07] loss=0.67 avg=0.99
[6302 | 40623.25] loss=0.65 avg=0.99
[6303 | 40628.45] loss=1.41 avg=0.99
[6304 | 40633.68] loss=1.35 avg=0.99
[6305 | 40638.76] loss=1.56 avg=1.00
[6306 | 40643.94] loss=0.92 avg=1.00
[6307 | 40649.11] loss=0.91 avg=1.00
[6308 | 40654.30] loss=1.14 avg=1.00
[6309 | 40659.49] loss=0.77 avg=1.00
[6310 | 40664.71] loss=0.69 avg=0.99
[6311 | 40669.89] loss=1.23 avg=1.00
[6312 | 40675.10] loss=1.19 avg=1.00
[6313 | 40680.27] loss=1.17 avg=1.00
[6314 | 40685.50] loss=1.10 avg=1.00
[6315 | 40690.69] loss=0.86 avg=1.00
[6316 | 40695.89] loss=1.27 avg=1.00
[6317 | 40701.04] loss=0.77 avg=1.00
[6318 | 40706.15] loss=1.30 avg=1.00
[6319 | 40711.35] loss=1.45 avg=1.01
[6320 | 40716.50] loss=0.84 avg=1.01
[6321 | 40721.68] loss=0.65 avg=1.00
[6322 | 40726.87] loss=1.76 avg=1.01
[6323 | 40732.14] loss=1.11 avg=1.01
[6324 | 40737.33] loss=0.80 avg=1.01
[6325 | 40742.59] loss=0.51 avg=1.00
[6326 | 40747.78] loss=0.92 avg=1.00
[6327 | 40752.98] loss=0.56 avg=1.00
[6328 | 40758.23] loss=0.60 avg=0.99
[6329 | 40763.46] loss=0.56 avg=0.99
[6330 | 40768.58] loss=0.77 avg=0.99
[6331 | 40773.81] loss=0.81 avg=0.99
[6332 | 40779.07] loss=0.80 avg=0.98
[6333 | 40784.26] loss=1.53 avg=0.99
[6334 | 40789.47] loss=1.19 avg=0.99
[6335 | 40794.76] loss=0.77 avg=0.99
[6336 | 40800.05] loss=0.45 avg=0.98
[6337 | 40805.42] loss=0.76 avg=0.98
[6338 | 40810.87] loss=1.04 avg=0.98
[6339 | 40816.11] loss=1.14 avg=0.98
[6340 | 40821.40] loss=1.11 avg=0.99
[6341 | 40826.64] loss=0.86 avg=0.98
[6342 | 40831.98] loss=1.01 avg=0.98
[6343 | 40837.34] loss=0.47 avg=0.98
[6344 | 40842.70] loss=0.92 avg=0.98
[6345 | 40848.04] loss=1.63 avg=0.99
[6346 | 40853.42] loss=0.83 avg=0.98
[6347 | 40858.65] loss=0.63 avg=0.98
[6348 | 40863.93] loss=0.77 avg=0.98
[6349 | 40869.27] loss=1.03 avg=0.98
[6350 | 40874.58] loss=0.74 avg=0.98
[6351 | 40879.87] loss=1.53 avg=0.98
[6352 | 40885.16] loss=1.27 avg=0.98
[6353 | 40890.49] loss=0.94 avg=0.98
[6354 | 40895.76] loss=1.47 avg=0.99
[6355 | 40901.02] loss=1.14 avg=0.99
[6356 | 40906.37] loss=1.39 avg=0.99
[6357 | 40911.70] loss=0.82 avg=0.99
[6358 | 40916.98] loss=0.88 avg=0.99
[6359 | 40922.28] loss=1.19 avg=0.99
[6360 | 40927.66] loss=0.55 avg=0.99
[6361 | 40932.98] loss=1.04 avg=0.99
[6362 | 40938.18] loss=1.23 avg=0.99
[6363 | 40943.41] loss=1.12 avg=0.99
[6364 | 40948.62] loss=1.35 avg=1.00
[6365 | 40953.82] loss=0.49 avg=0.99
[6366 | 40959.05] loss=0.47 avg=0.99
[6367 | 40964.35] loss=0.97 avg=0.99
[6368 | 40969.57] loss=1.71 avg=0.99
[6369 | 40974.83] loss=0.60 avg=0.99
[6370 | 40980.11] loss=0.96 avg=0.99
[6371 | 40985.40] loss=1.18 avg=0.99
[6372 | 40990.70] loss=0.78 avg=0.99
[6373 | 40995.97] loss=0.84 avg=0.99
[6374 | 41001.18] loss=1.67 avg=0.99
[6375 | 41006.43] loss=0.71 avg=0.99
[6376 | 41011.65] loss=0.77 avg=0.99
[6377 | 41016.96] loss=0.48 avg=0.98
[6378 | 41022.12] loss=1.30 avg=0.99
[6379 | 41027.34] loss=0.71 avg=0.98
[6380 | 41032.47] loss=1.12 avg=0.99
[6381 | 41037.58] loss=0.99 avg=0.99
[6382 | 41042.74] loss=0.78 avg=0.98
[6383 | 41047.91] loss=1.04 avg=0.98
[6384 | 41053.03] loss=0.62 avg=0.98
[6385 | 41058.17] loss=0.79 avg=0.98
[6386 | 41063.28] loss=0.59 avg=0.98
[6387 | 41068.41] loss=0.84 avg=0.97
[6388 | 41073.64] loss=0.67 avg=0.97
[6389 | 41078.80] loss=0.46 avg=0.97
[6390 | 41083.91] loss=0.78 avg=0.96
[6391 | 41089.11] loss=1.05 avg=0.96
[6392 | 41094.29] loss=1.69 avg=0.97
[6393 | 41099.51] loss=1.73 avg=0.98
[6394 | 41104.66] loss=0.94 avg=0.98
[6395 | 41109.80] loss=0.65 avg=0.98
[6396 | 41115.07] loss=0.60 avg=0.97
[6397 | 41120.29] loss=1.33 avg=0.98
[6398 | 41125.44] loss=1.03 avg=0.98
[6399 | 41130.63] loss=1.13 avg=0.98
Generating samples...
======== SAMPLE 1 ========
', u',', u'*', u'self', u')', u'for', u'self', u'in', u'self', u'.', rl_params', u'[', u"'b'", u']', u'[', u'0', u']', u':', u'self', u'.', u'replace_data_params', u'(', u'self', u'.', u'rel_params', u'"b{%s}[%s] {%s}[%s] {%s}[%s] {%s}[%s] {%s}[%s] {%s}[%s] {%s}[%s] {%s}[%s]}!"', u')', u')', u'break', u'except', u'ValueError', u'as', u'e', u':', u'if', u'self', u'.', u'errors', u'.', u'get', u'(', u'"Missing %s argument"', u',', u'None', u',', u"'Bad%s flag for %r'", u',', u'i', u'=', u"\'%s'", u',', u'self', u'[', u'i', u']', u'[', u"'b'", u']', u']', u')', u':', u'self', u'.', u'_get_dat_method', u'(', u'self', u'.', u'rel_params', u'[', u"'b'", u']', u')', u'=', u'self', u'.', u'_get_method', u'(', u'self', u'.', u'rel_params', u'[', u"'s'", u']', u')', u'pass', u'except', u'ValueError', u'as', u'e', u':', u'if', u'self', u'.', u'errors', u'.', u'get', u'(', u'"Missing %s argument"', u',', u'None', u',', u"'Bad %s flag for %r'", u',', u'i', u'=', u"\'%s'"", u',', u'self', u'[', u'i', u']', u'[', u"'b'", u']', u']', u')', u':', u'self', u'.', u'_get_dat_method', u'(', u'self', u'.', u'rel_params', u'[', u"'s'", u']', u')', u'=', u'self', u'.', u'_get_method', u'(', u'self', u'.', u'rel_params', u'[', u"'s'", u']', u')', u'else', u':', u'self', u'.', u'_get_dat_method', u'(', u'self', u'.', u'rel_params', u'[', u"'s'", u']', u')', u'pass', u'except', u'ValueError', u'as', u'e', u':', u'if', u'os', u'.', u'path', u'.', u'isfile', u'(', u'self', u'.', u'_get_dat_method', u'(', u'self', u'.', u'rel_params', u'[', u"'c'", u']', u',', u''2', u',', u"'b'", u']', u',', u')', u':', u'self', u'.', u'_get_dat_method', u'(', u'self', u'.', u'rel_params', u'[', u"'c'", u']', u',', u'2', u',', u''i', u'=', u"\'%s'"', u',', u'self', u'[', u'i', u']', u'[', u"'b'", u']', u']', u'[', u"'b'", u']', u',', u'self', u'[', u'i', u']', u'[', u"'d'", u']', u'=', u'self', u'[', u"'c'", u']', u')', u':', u'self', u'.', u'

[6400 | 41215.80] loss=0.93 avg=0.98
[6401 | 41221.02] loss=0.77 avg=0.98
[6402 | 41226.16] loss=1.39 avg=0.98
[6403 | 41231.41] loss=0.83 avg=0.98
[6404 | 41236.63] loss=0.85 avg=0.98
[6405 | 41241.74] loss=1.25 avg=0.98
[6406 | 41246.86] loss=1.09 avg=0.98
[6407 | 41251.94] loss=1.11 avg=0.98
[6408 | 41256.92] loss=0.88 avg=0.98
[6409 | 41261.98] loss=1.02 avg=0.98
[6410 | 41267.08] loss=1.07 avg=0.98
[6411 | 41272.14] loss=0.97 avg=0.98
[6412 | 41277.34] loss=1.39 avg=0.99
[6413 | 41282.49] loss=0.95 avg=0.99
[6414 | 41287.60] loss=0.66 avg=0.98
[6415 | 41292.85] loss=0.87 avg=0.98
[6416 | 41298.03] loss=2.09 avg=0.99
[6417 | 41303.25] loss=0.48 avg=0.99
[6418 | 41308.55] loss=0.40 avg=0.98
[6419 | 41313.75] loss=1.45 avg=0.99
[6420 | 41319.00] loss=1.23 avg=0.99
[6421 | 41324.19] loss=0.93 avg=0.99
[6422 | 41329.25] loss=1.01 avg=0.99
[6423 | 41334.45] loss=1.25 avg=0.99
[6424 | 41339.54] loss=1.13 avg=0.99
[6425 | 41344.70] loss=0.83 avg=0.99
[6426 | 41349.89] loss=1.35 avg=0.99
[6427 | 41355.08] loss=0.98 avg=0.99
[6428 | 41360.30] loss=1.10 avg=1.00
[6429 | 41365.59] loss=0.88 avg=0.99
[6430 | 41370.83] loss=1.22 avg=1.00
[6431 | 41375.96] loss=0.85 avg=0.99
[6432 | 41381.21] loss=1.01 avg=0.99
[6433 | 41386.45] loss=0.71 avg=0.99
[6434 | 41391.68] loss=0.64 avg=0.99
[6435 | 41396.91] loss=1.23 avg=0.99
[6436 | 41402.10] loss=0.91 avg=0.99
[6437 | 41407.30] loss=1.97 avg=1.00
[6438 | 41412.50] loss=1.21 avg=1.00
[6439 | 41417.76] loss=1.04 avg=1.00
[6440 | 41422.97] loss=0.95 avg=1.00
[6441 | 41428.20] loss=0.69 avg=1.00
[6442 | 41433.43] loss=0.84 avg=1.00
[6443 | 41438.63] loss=0.91 avg=1.00
[6444 | 41443.90] loss=0.95 avg=1.00
[6445 | 41449.06] loss=1.22 avg=1.00
[6446 | 41454.25] loss=0.55 avg=0.99
[6447 | 41459.40] loss=0.96 avg=0.99
[6448 | 41464.53] loss=0.96 avg=0.99
[6449 | 41469.61] loss=0.85 avg=0.99
[6450 | 41474.80] loss=2.19 avg=1.00
[6451 | 41480.02] loss=0.84 avg=1.00
[6452 | 41485.21] loss=0.91 avg=1.00
[6453 | 41490.38] loss=0.87 avg=1.00
[6454 | 41495.53] loss=1.07 avg=1.00
[6455 | 41500.65] loss=1.13 avg=1.00
[6456 | 41505.85] loss=1.45 avg=1.01
[6457 | 41511.06] loss=0.87 avg=1.00
[6458 | 41516.28] loss=1.23 avg=1.01
[6459 | 41521.48] loss=0.95 avg=1.01
[6460 | 41526.60] loss=1.07 avg=1.01
[6461 | 41531.76] loss=1.00 avg=1.01
[6462 | 41536.94] loss=0.82 avg=1.01
[6463 | 41542.11] loss=1.03 avg=1.01
[6464 | 41547.25] loss=0.77 avg=1.00
[6465 | 41552.36] loss=0.67 avg=1.00
[6466 | 41557.42] loss=1.61 avg=1.01
[6467 | 41562.52] loss=0.66 avg=1.00
[6468 | 41567.59] loss=0.76 avg=1.00
[6469 | 41572.69] loss=0.73 avg=1.00
[6470 | 41577.81] loss=0.79 avg=1.00
[6471 | 41583.01] loss=1.04 avg=1.00
[6472 | 41588.10] loss=0.54 avg=0.99
[6473 | 41593.33] loss=1.46 avg=1.00
[6474 | 41598.55] loss=0.73 avg=0.99
[6475 | 41603.73] loss=1.53 avg=1.00
[6476 | 41608.88] loss=0.74 avg=1.00
[6477 | 41614.14] loss=1.96 avg=1.01
[6478 | 41619.35] loss=0.65 avg=1.00
[6479 | 41624.60] loss=0.90 avg=1.00
[6480 | 41629.83] loss=0.65 avg=1.00
[6481 | 41635.03] loss=0.75 avg=0.99
[6482 | 41640.19] loss=1.42 avg=1.00
[6483 | 41645.45] loss=1.46 avg=1.00
[6484 | 41650.62] loss=1.02 avg=1.00
[6485 | 41655.89] loss=1.20 avg=1.01
[6486 | 41661.12] loss=0.97 avg=1.01
[6487 | 41666.39] loss=0.83 avg=1.00
[6488 | 41671.48] loss=0.93 avg=1.00
[6489 | 41676.40] loss=1.64 avg=1.01
[6490 | 41681.37] loss=1.25 avg=1.01
[6491 | 41686.44] loss=0.47 avg=1.01
[6492 | 41691.45] loss=1.02 avg=1.01
[6493 | 41696.52] loss=0.69 avg=1.00
[6494 | 41701.46] loss=0.61 avg=1.00
[6495 | 41706.41] loss=1.16 avg=1.00
[6496 | 41711.44] loss=0.93 avg=1.00
[6497 | 41716.51] loss=1.78 avg=1.01
[6498 | 41721.55] loss=1.27 avg=1.01
[6499 | 41726.54] loss=0.86 avg=1.01
Generating samples...
======== SAMPLE 1 ========
files = np.zeros(max(n), nxcoord, ycoord)

                 if self.is_nanarray() and len(xarrs):
                     yarr_shape[yarr].y = n.x
                   self._nanarray(xarrs)

                 yarr_shape[yarr].y = z

                 if self.is_nanarray() and len(yarrs):
                     yarr_shape[yarr.y].x = n

                  yarr_shape[yarr.y].y = n

                return _nanarray [u'def', u'f64_narrow', u'(', u'self', u',', u'six', u',', u'del', u',', u'm', u',', u'del_nax', u'=', u'0', u')', u':', u'# make an NANOarray', u'# for edge-to-edge calculations', u'f64_narrow', u'=', u'np', u'.', u'uint8', u'(', u')', u'=', u'len', u'(', u'xarrs', u')', u'xarr_shape', u'=', u'xarr_shape', u'*', u'len', u'xarr_shape', u'+', u"','", u'len', u'=', u'8', u'# make this list of nxarrs', u'for', u'x', u'in', u'range', u'(', u'len', u',', u'8', u')', u'xarr_shape', u'=', u'xarr_shape', u'*', u'xarr_shape', u'+', u"0.5"] xarr_shape [u'xarr_shape'] NANOarray function.

        Args:
            xarr_shape [**] edge_to_edge
        # make nxarrs that are edge-to-edge calculations
        #            yarr_shape [**] zarr_shape
                yarr_shape [**] y_coord [**] y_coord
                yarr_shape [**] y_coord [**] xarr_shape
                xarr_shape [**] x_coord
                xarr_shape [**] y_coord
        """
        xarr_shape(Xarr, xarr_shape)
        # add edge-to-edge calculations
        yarr_shape[yarr.y].x = n.x
        yarr_shape[yarr.y].x = z
        #            zarr_shape[yarr.y].x = n.x
        yarr_shape[yarr.y].x = n.y
        return _inf
        if xarr_shape[yarr.y].x < len(xarr_shape) and xarr_shape[yarr.y].x < len(yarr_shape) and yarr_shape[yarr.y] < xarr_shape[yarr.y]:
               xarr_shape[yarr.y][xarr_shape[yarr.y].x] =

[6500 | 41811.66] loss=0.96 avg=1.01
[6501 | 41816.73] loss=1.87 avg=1.02
[6502 | 41821.82] loss=0.88 avg=1.02
[6503 | 41826.87] loss=1.47 avg=1.02
[6504 | 41831.68] loss=0.61 avg=1.02
[6505 | 41836.61] loss=0.95 avg=1.02
[6506 | 41841.52] loss=0.85 avg=1.01
[6507 | 41846.51] loss=1.52 avg=1.02
[6508 | 41851.50] loss=1.03 avg=1.02
[6509 | 41856.52] loss=0.89 avg=1.02
[6510 | 41861.52] loss=0.66 avg=1.01
[6511 | 41866.43] loss=0.93 avg=1.01
[6512 | 41871.39] loss=1.03 avg=1.01
[6513 | 41876.38] loss=0.97 avg=1.01
[6514 | 41881.35] loss=0.67 avg=1.01
[6515 | 41886.28] loss=0.70 avg=1.01
[6516 | 41891.23] loss=1.04 avg=1.01
[6517 | 41896.28] loss=1.48 avg=1.01
[6518 | 41901.40] loss=0.82 avg=1.01
[6519 | 41906.39] loss=0.72 avg=1.01
[6520 | 41911.38] loss=0.91 avg=1.01
[6521 | 41916.41] loss=1.43 avg=1.01
[6522 | 41921.46] loss=0.84 avg=1.01
[6523 | 41926.53] loss=0.87 avg=1.01
[6524 | 41931.56] loss=0.86 avg=1.01
[6525 | 41936.62] loss=0.95 avg=1.00
[6526 | 41941.72] loss=0.55 avg=1.00
[6527 | 41946.86] loss=0.96 avg=1.00
[6528 | 41951.92] loss=0.53 avg=1.00
[6529 | 41956.97] loss=0.80 avg=0.99
[6530 | 41961.98] loss=1.14 avg=0.99
[6531 | 41967.12] loss=0.63 avg=0.99
[6532 | 41972.20] loss=0.88 avg=0.99
[6533 | 41977.19] loss=1.17 avg=0.99
[6534 | 41982.25] loss=1.07 avg=0.99
[6535 | 41987.29] loss=1.70 avg=1.00
[6536 | 41992.26] loss=0.78 avg=1.00
[6537 | 41997.25] loss=1.57 avg=1.00
[6538 | 42002.33] loss=0.97 avg=1.00
[6539 | 42007.32] loss=0.53 avg=1.00
[6540 | 42012.34] loss=1.06 avg=1.00
[6541 | 42017.37] loss=0.88 avg=1.00
[6542 | 42022.36] loss=1.45 avg=1.00
[6543 | 42027.41] loss=1.65 avg=1.01
[6544 | 42032.46] loss=0.80 avg=1.01
[6545 | 42037.56] loss=1.01 avg=1.01
[6546 | 42042.52] loss=1.30 avg=1.01
[6547 | 42047.65] loss=1.65 avg=1.02
[6548 | 42052.65] loss=0.80 avg=1.01
[6549 | 42057.76] loss=0.47 avg=1.01
[6550 | 42062.82] loss=0.97 avg=1.01
[6551 | 42067.92] loss=0.76 avg=1.01
[6552 | 42072.99] loss=0.83 avg=1.00
[6553 | 42078.08] loss=0.77 avg=1.00
[6554 | 42083.13] loss=0.81 avg=1.00
[6555 | 42088.20] loss=0.89 avg=1.00
[6556 | 42093.30] loss=1.00 avg=1.00
[6557 | 42098.42] loss=0.75 avg=1.00
[6558 | 42103.45] loss=0.77 avg=0.99
[6559 | 42108.48] loss=1.07 avg=0.99
[6560 | 42113.49] loss=0.96 avg=0.99
[6561 | 42118.54] loss=1.22 avg=1.00
[6562 | 42123.52] loss=1.02 avg=1.00
[6563 | 42128.56] loss=0.91 avg=1.00
[6564 | 42133.58] loss=1.22 avg=1.00
[6565 | 42138.69] loss=0.88 avg=1.00
[6566 | 42143.76] loss=1.24 avg=1.00
[6567 | 42148.86] loss=1.66 avg=1.01
[6568 | 42153.94] loss=0.96 avg=1.00
[6569 | 42159.01] loss=0.89 avg=1.00
[6570 | 42164.06] loss=0.75 avg=1.00
[6571 | 42169.01] loss=1.26 avg=1.00
[6572 | 42174.05] loss=1.35 avg=1.01
[6573 | 42179.11] loss=1.17 avg=1.01
[6574 | 42184.18] loss=0.60 avg=1.00
[6575 | 42189.17] loss=1.53 avg=1.01
[6576 | 42194.19] loss=0.87 avg=1.01
[6577 | 42199.27] loss=0.91 avg=1.01
[6578 | 42204.29] loss=1.14 avg=1.01
[6579 | 42209.31] loss=0.72 avg=1.01
[6580 | 42214.31] loss=0.67 avg=1.00
[6581 | 42219.47] loss=0.69 avg=1.00
[6582 | 42224.50] loss=1.08 avg=1.00
[6583 | 42229.60] loss=0.88 avg=1.00
[6584 | 42234.59] loss=0.82 avg=1.00
[6585 | 42239.61] loss=0.80 avg=1.00
[6586 | 42244.68] loss=1.18 avg=1.00
[6587 | 42249.78] loss=0.75 avg=0.99
[6588 | 42254.87] loss=0.87 avg=0.99
[6589 | 42259.93] loss=1.10 avg=0.99
[6590 | 42264.93] loss=0.68 avg=0.99
[6591 | 42269.96] loss=1.32 avg=0.99
[6592 | 42274.95] loss=1.24 avg=1.00
[6593 | 42280.01] loss=0.62 avg=0.99
[6594 | 42285.11] loss=0.60 avg=0.99
[6595 | 42290.09] loss=0.90 avg=0.99
[6596 | 42295.12] loss=0.77 avg=0.99
[6597 | 42300.21] loss=0.74 avg=0.98
[6598 | 42305.24] loss=0.92 avg=0.98
[6599 | 42310.31] loss=0.72 avg=0.98
Generating samples...
======== SAMPLE 1 ========
 v':', u"'error'", u')', u'if', u'max', u'(', u'maxx', u'or', u'maxum', u'or', u'maxz', u'or', u'maxus', u'and', u'max', u'not', u'.', u'CALL', u'p', u'.', u'strip', u'(', u')', u'.'] _check_all_errors_v_not_called python def _check_all_errors_v_not_called(self):
        """
        Check all error messages not made during runtime.
        :param _check_all_errors_v_not_called:
            An error message that only follows the `p` parameter if no
            `p` is provided
        :param _check_all_errors_p_only : No such parameter
        :param _check_all_errors_p_only: No such parameter
        """
        p = _check_all_errors_v_not_called()
        if self.pg_params.pg_params != NULL:
            return None

        _check_all_errors_v_only = _check_all_errors_v_only
        p = p + 1
        if p not in self.pg_params:
            return p + p

        # Check if p in `p` is a single-word or a list of strings
        if p not in params.pg_params:
            self._g_params.pg_params[p - 1:] = p
        return None [u'def', u'_check_all_errors_v_not_called', u'(', u'self', u')', u':', u'p', u'=', u'_check_all_errors_v_not_called', u'(', u')', u'if', u'self', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u'p_params', u'.', u'pg_params', u'.', u'pg_params', u'.', u')', u':', u'assert', u"'not a valid function'", u',', u'assert', u'True', u',', u'False', u',', u'False', u',', u'False', u')', u'if', u"p"', u':', u'allparams', u'=', u'self', u'.', u'display_list_params', u'(', u'allparams', u',', u'allparams', u')', u'if', u'"p"', u':

[6600 | 42397.66] loss=1.35 avg=0.98
[6601 | 42402.64] loss=1.08 avg=0.99
[6602 | 42407.61] loss=1.08 avg=0.99
[6603 | 42412.55] loss=1.45 avg=0.99
[6604 | 42417.65] loss=1.39 avg=0.99
[6605 | 42422.61] loss=1.10 avg=1.00
[6606 | 42427.61] loss=0.77 avg=0.99
[6607 | 42432.64] loss=0.90 avg=0.99
[6608 | 42437.65] loss=0.73 avg=0.99
[6609 | 42442.63] loss=0.60 avg=0.99
